PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
05qg5,2k5/1pp3Bp/p7/5P2/6P1/5P2/PPr3rP/3K3R b - - 0 25,g2h2 h1h2 c2h2 f5f6 h2f2 f6f7,1347,75,100,1177,advancedPawn advantage endgame long,https://lichess.org/0J7COuld/black#50,,
05rKP,4r1k1/2q2pp1/p1r2n1p/4p3/N2P4/5PP1/PP2Q2K/1B2R3 b - - 2 35,e5d4 e2e8 f6e8 e1e8,463,88,100,106,mate mateIn2 middlegame pillsburysMate short,https://lichess.org/lu1nHvUS/black#70,,
05rdh,3q3k/6bp/4B1p1/p1p5/1p6/P6P/1PQ3P1/4R1K1 w - - 0 29,c2c5 g7d4 c5d4 d8d4,930,76,100,336,advantage endgame fork short,https://lichess.org/LKv1718M#57,,
05smX,5rk1/1pp3p1/p2p3p/3q4/4P3/1P4Q1/P1P2rPP/5RK1 w - - 0 24,e4d5 f2f1,653,86,100,45,endgame master mate mateIn1 oneMove queenRookEndgame,https://lichess.org/CBY0kwou#47,,
05soY,r3kb1r/pppbppp1/nq3n1p/1N2Q3/1PP5/8/P2P1PPP/R1B1KBNR b KQkq - 0 9,a6b4 b5c7 e8d8 c7a8 b6f2 e1f2,1151,78,100,803,advantage fork long opening,https://lichess.org/srksbWy2/black#18,Scandinavian_Defense Scandinavian_Defense_Main_Line,
05syF,8/8/2k4K/6P1/8/3nP3/8/8 b - - 0 56,d3e5 g5g6 c6d5 g6g7,684,78,100,139,advancedPawn crushing endgame knightEndgame master short,https://lichess.org/fwDvVpxz/black#112,,
05t7U,2r2k2/1p1R1pbQ/p5p1/4P3/5P2/PN6/1rq3P1/K2R4 w - - 2 31,d7d8 c8d8 d1d8 f8e7 h7h4 f7f6 e5f6 g7f6,1543,76,100,301,crushing middlegame veryLong,https://lichess.org/q85lQbdx#61,,
05uMR,4q3/4r1kp/p2pB1p1/2pQb3/1pP5/1P1P4/P4PPP/4R1K1 w - - 5 32,e6h3 e5h2 g1h2 e7e1,767,77,100,292,advantage discoveredAttack endgame kingsideAttack short,https://lichess.org/7nSvsF1k#63,,
05uc5,r1b1kb1r/pp3pn1/2p1pBpp/4P3/2B3P1/5N2/PPP2P1P/3RK2R b Kkq - 0 15,h8g8 d1d8,587,80,100,199,mate mateIn1 middlegame oneMove operaMate,https://lichess.org/6S5vO7ez/black#30,Pirc_Defense Pirc_Defense_Classical_Variation,
05wPY,3b4/8/6K1/4k1PP/8/8/8/8 b - - 0 65,e5f4 h5h6 d8c7 h6h7 c7e5 g6h6 f4f5 g5g6 f5e4 g6g7,1535,76,100,1494,advancedPawn bishopEndgame crushing endgame veryLong,https://lichess.org/eYQqS7kI/black#130,,
05wTz,r4rk1/1pp2p2/2np1q1p/p1b1p2b/P3P1p1/2PP1N2/1PNBBP2/R2QK1R1 w Q - 0 15,f3h2 f6f2,1012,77,100,91,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/HFgz3qnz#29,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,
05wkC,3r3k/p2br1p1/2p2p1p/Pp1p4/1q3P2/3BP2P/1P2Q1P1/2RN2K1 b - - 2 31,b4f4 e3f4 e7e2 d3e2,873,89,100,443,advantage middlegame short,https://lichess.org/lvURZi1A/black#62,,
05wuR,3r4/2k3b1/2p4p/5Qp1/8/PP6/2P3PP/1K1rR3 w - - 3 31,e1d1 d8d1 b1a2 d1a1,527,90,100,844,endgame mate mateIn2 operaMate short,https://lichess.org/0N8w99GW#61,,
05xZV,3r1rk1/pp2b1pp/8/2p5/3Pp3/P3P2P/1P2B1P1/RN2K2R w KQ - 0 17,d4c5 e7h4 g2g3 h4g3,1122,75,100,306,mate mateIn2 middlegame short,https://lichess.org/BbLvJQIi#33,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,
05xaw,r2q1rkQ/pp2ppb1/6p1/5b2/3B2n1/2N2P2/PPP5/2KR1B1R b - - 4 16,g7h8 h1h8,767,95,100,263,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ls5J600i/black#32,Sicilian_Defense Sicilian_Defense_Dragon_Variation,
05xgD,2rr3k/1pq1bQ1p/p1b1p1B1/4N3/8/2N1P2P/1P3PP1/2B1R1K1 b - - 0 24,h7g6 e5g6,886,77,100,318,cornerMate kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/eqNkefEd/black#48,,
05yVU,8/5R2/p3p1pk/8/5RPP/1p2r3/5K2/r7 b - - 2 42,e3h3 g4g5 h6h5 f7h7,988,76,100,174,endgame mate mateIn2 rookEndgame short,https://lichess.org/EsHjBaKS/black#84,,
05yZP,1k6/8/2K1p1p1/3pPp1p/2p2P1P/P1P3P1/8/8 w - - 10 51,c6d6 d5d4 c3d4 c4c3 d6e6 c3c2,1288,75,100,353,advancedPawn crushing endgame long pawnEndgame sacrifice,https://lichess.org/PZak6NKp#101,,
05yoK,6k1/pb4p1/1p5p/4Np2/3rp3/6P1/PP1NRPP1/5K2 w - - 0 28,d2b3 d4d1 e2e1 b7a6 f1g1 d1e1,1351,75,100,698,crushing deflection endgame long,https://lichess.org/fSYBKrP8#55,,
05zD3,r4rk1/b1p2ppp/p4q2/1p1np1N1/1PPnQ3/1B1P4/P4PPP/RNB3K1 b - - 2 15,d5f4 e4h7,600,87,100,223,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GCwzRET2/black#30,Italian_Game Italian_Game_Classical_Variation,
05zc8,3R4/p7/3b4/5kp1/P2P4/1P4PK/1r5P/8 w - - 0 42,d8d6 g5g4 h3h4 b2h2,989,78,100,187,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/klX1eHhl#83,,
05zdL,1k1r3r/p4p1p/1qp5/8/4n1Q1/8/PPP1NbPP/R1B2K1R w - - 4 16,g4e4 d8d1,760,98,100,142,mate mateIn1 middlegame oneMove,https://lichess.org/YEYlvzL6#31,French_Defense French_Defense_Marshall_Gambit,
060cY,r1b1k1nr/ppn4p/5p2/8/8/2P1PN2/PP1B1KPP/RN1q1B1R b kq - 0 11,c8g4 f1b5 c7b5 h1d1,1084,77,100,390,advantage discoveredAttack opening short,https://lichess.org/gfALydf6/black#22,Englund_Gambit Englund_Gambit_Other_variations,
060i8,2rr1nk1/p2q1pp1/1p1Pp2p/1P6/R4P2/6P1/1Q5P/B2R1K2 b - - 2 34,c8c5 b2g7,545,89,100,136,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/44iWyEvy/black#68,,
060ou,8/5k1p/Q5p1/1p2qp2/8/4b3/1P4PP/4RK2 w - - 0 43,a6a3 e5f4 f1e2 f4f2 e2d1 f2d2,1120,78,100,85,endgame long mate mateIn3,https://lichess.org/RUNV2xWf#85,,
062iO,4B2k/2Q4p/p1pp4/4p1b1/4Pq2/2P5/PP2KB2/R4R2 w - - 7 31,a1d1 f4e4 f2e3 e4e3,1228,75,100,298,mate mateIn2 middlegame short,https://lichess.org/HVGWLii5#61,,
063Cg,5k1r/pp1q1p2/5Qp1/3p2N1/1P6/P3PBpr/5PKP/2RR4 w - - 0 27,g5h3 d7h3 g2g1 h3h2 g1f1 h2f2,1353,76,100,258,long mate mateIn3 middlegame,https://lichess.org/kcDWW0Bu#53,,
0646N,7k/7p/pN4p1/2PQ4/1P5q/P7/5rKP/4R3 w - - 5 41,g2g1 h4h2,1156,92,100,46,endgame,https://lichess.org/jjA2xe71#81,,
0649B,r4rk1/2p3pp/p1pbq3/6N1/2p5/4P1P1/PPQ2PP1/R4RK1 b - - 3 18,e6d5 c2h7,412,89,100,154,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BjMJP9jW/black#36,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,
064yK,3q2k1/2p2ppp/4p3/2Q5/r1PP4/4PP2/6PP/1R4K1 w - - 0 27,b1b7 a4a1 g1f2 d8h4,1134,77,100,674,crushing endgame short,https://lichess.org/NPN9qwFC#53,,
065VA,8/2kp4/3Rp1b1/p1P5/1K1N1PP1/8/r7/8 w - - 0 49,b4b5 g6d3,1239,79,100,79,endgame,https://lichess.org/v8VWW8W2#97,,
065yh,8/7p/8/PP6/1r6/6k1/R3b3/6K1 w - - 1 72,a2e2 b4b1 e2e1 b1e1,730,91,100,39,endgame mate mateIn2 rookEndgame short,https://lichess.org/AMQWJnOK#143,,
0660Y,3r3k/3P2pp/4Q1p1/1pp5/3p1q2/pP1P3P/P1P3B1/6K1 b - - 0 30,f4c7 e6e8 d8e8 d7e8q,1009,82,100,709,advancedPawn backRankMate endgame mate mateIn2 promotion short,https://lichess.org/KWu9kr6B/black#60,,
066Ja,4r1k1/8/4rp2/P2p3p/2pBqPp1/2Q3Pb/1P2PK1P/4R2R w - - 1 26,h1g1 e4e2 e1e2 e6e2,1134,76,100,419,mate mateIn2 middlegame sacrifice short,https://lichess.org/MPfnCgPw#51,,
066lc,1r1r3k/1R4b1/5pQp/2p2B2/4P2P/8/p2q1PP1/R5K1 b - - 2 30,b8b7 g6h7,795,80,100,103,mate mateIn1 middlegame oneMove,https://lichess.org/wkraOChp/black#60,,
066qU,2r3k1/5p1p/1p2pB2/p2b2q1/8/PP2b1N1/RQ3PPP/2r2BK1 b - - 4 22,g5f4 f2e3 f4e3 b2f2,2304,116,100,46,equality middlegame short,https://lichess.org/eMlCT7ou/black#44,,
067GA,3rR3/5kp1/6p1/2p5/p2Bp3/P4q2/3Q1P2/5K1R b - - 0 36,f7e8 h1h8 e8f7 d2a2 f7e7 d4c5,2045,74,100,286,crushing endgame exposedKing long,https://lichess.org/ppgvEeap/black#72,,
0685f,4r2r/p3n2p/1pp1kpp1/3p4/3P1NN1/2P2PP1/PP1K2P1/7R b - - 3 26,e6f7 g4h6 f7f8 f4e6,923,78,100,150,endgame master mate mateIn2 short,https://lichess.org/yDJE7gbA/black#52,,
0686G,3r4/p7/kpK4n/2p5/7p/8/8/7R b - - 9 70,d8d4 h1a1 d4a4 a1a4,733,78,100,196,endgame mate mateIn2 short,https://lichess.org/1NoiaPE2/black#140,,
068L3,r1bqr1k1/pp3ppp/2nb4/1Bpn2B1/8/3P1N2/PPPK1PPP/R2Q3R w - - 0 11,g5d8 d6f4,953,75,100,787,mate mateIn1 middlegame oneMove,https://lichess.org/PvTib1u7#21,Sicilian_Defense Sicilian_Defense_Old_Sicilian,
068VL,r2qkb1r/pp1np1pp/2p2n2/3p4/3P1B2/3Q1N2/PPP2PPP/RN3RK1 b kq - 1 8,h7h6 d3g6,579,90,100,209,mate mateIn1 oneMove opening,https://lichess.org/wwi4aO0I/black#16,Duras_Gambit Duras_Gambit_Other_variations,
068cj,r1b2b1r/ppp2p1p/n4k2/4Q3/3PPB2/8/PPP4P/R3KB1q b Q - 1 18,f6g6 e5g5,933,76,100,242,mate mateIn1 middlegame oneMove swallowstailMate,https://lichess.org/lzCV2sDQ/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_Quaade_Gambit,
069LR,8/5R2/5K1k/3pP3/2pP4/1pP5/1r6/8 w - - 0 71,f7f8 b2f2 f6e7 f2f8 e7f8 b3b2,738,101,100,33,advancedPawn crushing endgame long rookEndgame,https://lichess.org/KeuHiuiM#141,,
069i5,8/6pk/2pBp2p/3PPq2/3P4/8/Q3b1PP/1R5K w - - 2 38,a2e2 f5b1 e2d1 b1d1,703,79,100,391,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/fyVr0ohL#75,,
069jq,4q2k/2Q4p/2p3p1/2p2rN1/3b1P2/3P3P/2P5/5R1K b - - 3 29,h7h6 c7h7,1102,76,100,166,endgame mate mateIn1 oneMove,https://lichess.org/ltf7feQq/black#58,,
06AG5,8/8/PP1b3R/3k4/b7/6p1/6K1/8 b - - 0 51,a4b5 h6h5 d5c4 h5b5 c4b5 a6a7 b5a6 a7a8q,2328,77,100,281,advancedPawn crushing endgame promotion sacrifice veryLong,https://lichess.org/YpT5OfWA/black#102,,
06AH0,4r1k1/pp3p1p/3p2p1/8/3n4/P2RN2q/1P6/1B1Q2K1 b - - 0 33,h3g3 e3g2 d4e2 d1e2 e8e2 d3g3,1259,76,100,657,advantage defensiveMove long middlegame,https://lichess.org/yPd41jI3/black#66,,
06AHQ,r3q1k1/1pp1n2p/p2bN1pB/2nPpr2/4N3/3Q4/PPP2PPP/R3R1K1 w - - 8 17,e4f6 f5f6 e6c5 d6c5,1102,77,100,315,advantage hangingPiece middlegame short,https://lichess.org/0owLrAyq#33,Elephant_Gambit Elephant_Gambit_Maroczy_Gambit,
06ATO,1r3r1k/1p4p1/p3Q2p/8/NP5P/P5q1/8/2R1R2K w - - 1 32,e1g1 g3h4 e6h3 h4h3,1548,77,100,821,mate mateIn2 middlegame short,https://lichess.org/p4QWuxpg#63,,
06Amy,8/p4k2/1p6/4P3/1P5Q/P1n1Bq2/5P2/6K1 w - - 1 49,h4f4 f3f4 e3f4 c3e2 g1g2 e2f4,841,80,100,515,advantage endgame fork long master,https://lichess.org/JnZxTqS1#97,,
06BMo,8/pq6/1p2Q2P/8/2P5/3k4/P3p1P1/7K w - - 0 41,e6f5 b7e4 f5e4 d3e4,1006,75,100,158,crushing defensiveMove endgame master queenEndgame short,https://lichess.org/yVE3ZUqI#81,,
06Bzb,1k5r/pp4pp/2q1P3/8/N5Q1/1P6/P1r3PP/4R2K b - - 0 26,c2c1 g4f4 c6c7 f4c1 c7c1 e1c1,1716,79,100,336,advantage endgame long,https://lichess.org/e0H5xGrK/black#52,,
06Bzf,8/1p2k3/p6R/6p1/1r6/2N5/3K4/8 b - - 4 50,g5g4 c3d5 e7f7 d5b4,976,77,100,486,crushing endgame fork short,https://lichess.org/NrJZ9ubv/black#100,,
06CFU,r2qk2r/pppn1ppp/4p3/3pPb2/4nB2/2P1P2P/PP3PP1/RN1QKB1R w KQkq - 1 9,f2f3 d8h4 g2g3 e4g3 f4g3 h4g3,1322,75,100,308,advantage long opening,https://lichess.org/hPlOZOWB#17,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,
06CXU,r7/1b1qR3/pp3kr1/2p2p1Q/2p5/1P6/P4PP1/5RK1 w - - 0 29,e7d7 g6g2 g1h1 g2g5 d7b7 g5h5,1342,75,100,1632,advantage discoveredAttack endgame long,https://lichess.org/y3zRdKr0#57,,
06EAK,5rk1/1p3qpp/1P6/4Pb1r/4Q3/4B3/5PPP/1R1R3K w - - 1 32,e5e6 h5h2 h1h2 f7h5 h2g1 f5e4,1856,76,100,78,attraction crushing long middlegame sacrifice,https://lichess.org/fTWLLOTb#63,,
06FA7,6k1/5pp1/4p2p/p2p4/1n1q4/1P5P/4BPP1/2Q3K1 b - - 0 29,b4d3 c1c8 g8h7 c8c2,2013,141,100,31,endgame equality short,https://lichess.org/sS1ufd06/black#58,,
06FGD,5rk1/1b2rBpp/2p5/p3q3/4P3/P1P2Q2/5RPP/3R3K b - - 0 26,e7f7 f3f7 f8f7 d1d8 e5e8 d8e8 f7f8 f2f8,1277,75,100,381,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/mRwn8imW/black#52,,
06FTb,6k1/5ppp/4pn2/8/P7/2r2N2/5PPP/3R2K1 b - - 0 32,c3a3 d1d8 f6e8 d8e8,470,108,100,143,backRankMate endgame mate mateIn2 short,https://lichess.org/yE1io0ov/black#64,,
06FnM,R2r2k1/5ppp/4r3/8/1P3P2/5KP1/3p1P1P/8 b - - 1 33,d8b8 a8b8 e6e8 b8e8,464,88,100,224,backRankMate endgame hangingPiece mate mateIn2 rookEndgame short,https://lichess.org/yDX4CEvx/black#66,,
06G2U,r3r1k1/ppp2pp1/2n2n1p/4P3/8/2N2NqP/PPPQ1RP1/2K1R3 b - - 0 18,a8d8 e5f6 d8d2 e1e8 g8h7 f2d2,1928,74,100,792,advantage capturingDefender discoveredAttack intermezzo kingsideAttack long middlegame,https://lichess.org/b0SMet2F/black#36,Italian_Game Italian_Game_Anti-Fried_Liver_Defense,
06GFd,r4rk1/p2p1qp1/1p6/4p3/6Q1/8/PP3PPP/R3R1K1 w - - 0 21,e1e5 f7f2 g1h1 f2f1 a1f1 f8f1,729,79,100,240,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/9PLSkdwl#41,,
06GcV,3r3k/ppp3pp/6r1/2P5/1n1P1p2/1Q3P1q/P3R2P/4RN1K b - - 5 31,h7h6 e2e8 d8e8 e1e8 h8h7 b3g8,846,93,100,41,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/P0WYk2VE/black#62,,
06H5L,7R/8/2r5/1k6/3K4/8/8/8 b - - 9 55,c6c5 h8b8 b5c6 b8c8 c6d7 c8c5,919,77,100,544,crushing deflection endgame long master rookEndgame skewer,https://lichess.org/HMtE8v1k/black#110,,
06HFe,r4rk1/pp2Rq1p/2p2B1Q/5p2/2p5/7P/PP3PP1/3R2K1 b - - 2 20,f7f6 h6h7,1135,75,100,1104,endgame mate mateIn1 oneMove,https://lichess.org/Puh70EbV/black#40,,
06HwA,6k1/5p2/8/P3p3/4P1P1/8/2NprqPK/R2Q4 w - - 3 42,d1g1 f2h4,1204,75,100,192,endgame mate mateIn1 oneMove,https://lichess.org/iQeA4l78#83,,
06I4b,4r1k1/1b3p1p/p2p4/Pp1Pr1p1/8/2P4N/1P1R2PP/3R2K1 w - - 0 26,h3f2 e5e1 d1e1 e8e1,1666,326,100,14,endgame master,https://lichess.org/3mjCFAHV#51,,
06IKf,8/3Q3p/6pk/2b5/8/P5PP/5qBK/8 w - - 3 46,d7g4 f2g1,721,84,100,183,endgame master mate mateIn1 oneMove,https://lichess.org/mZ5zLIcL#91,,
06IPr,5rk1/6p1/p2qP1Bp/1p6/8/2P3nP/6PK/1QR5 w - - 3 30,c1e1 g3f1 h2g1 d6h2,1272,84,100,74,endgame,https://lichess.org/JRXwIrIp#59,,
06IQw,8/8/p3k2p/5R1b/5K2/8/8/8 b - - 0 46,h5e2 f5e5 e6d6 e5e2,889,77,100,376,crushing endgame fork short,https://lichess.org/obwBu5QY/black#92,,
06IWX,r4rk1/ppp2ppp/1B1p2q1/8/4P3/1BP2P1b/PP3P2/R2QR1K1 w - - 1 18,g1h2 g6g2,505,102,100,385,mate mateIn1 middlegame oneMove,https://lichess.org/iTvZat9L#35,Italian_Game Italian_Game_Giuoco_Piano,
06IuL,1r4k1/p1p2ppp/3p4/2pRR3/8/1P6/PqP2PPP/3Q2K1 b - - 0 20,d6e5 d5d8 b8d8 d1d8,456,91,100,338,backRankMate endgame mate mateIn2 short,https://lichess.org/LafoQwJv/black#40,,
06J1J,1k1r3r/pppqp3/3P3b/7p/2Q1p2B/7P/PPP2Pp1/1K1R2R1 w - - 2 22,d6e7 d7d1 g1d1 d8d1,603,83,100,195,backRankMate mate mateIn2 middlegame short,https://lichess.org/JeHBXu7Q#43,,
06KDC,8/2rk4/p5Q1/1p1q2b1/3P4/6P1/PPP4P/1K2R3 w - - 3 35,e1e5 d5h1 e5e1 h1e1,931,79,100,376,endgame mate mateIn2 short,https://lichess.org/XUYEj3fx#69,,
06KIl,r2q1rk1/pb3ppp/4pP2/2p1P3/2p2P2/1P1p1R2/P2P2QP/R1B3K1 b - - 0 19,b7f3 g2g7,1059,76,100,158,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/XmAVCxBf/black#38,,
06LpI,7r/Rpp2kp1/1r2p3/6P1/1PpPnP2/2P1P3/8/1NK1R3 w - - 1 36,e1e2 h8h1 c1c2 h1b1 c2b1 e4c3 b1c2 c3e2,1331,78,100,136,endgame,https://lichess.org/e3dUmh1s#71,,
06NRH,2Q2nk1/1p3q1p/5p1B/8/3p4/PBP5/6PP/4b2K b - - 3 30,f7b3 c8f8,746,78,100,166,endgame master mate mateIn1 oneMove,https://lichess.org/tkyQVMYu/black#60,,
06NTJ,8/8/r1p5/2K3pR/6P1/6kP/8/8 w - - 9 56,h5g5 a6a5 c5c6 a5g5,887,76,100,193,crushing endgame rookEndgame short skewer,https://lichess.org/jPv2or7R#111,,
06NeY,8/8/r4k2/P2Kp3/8/R7/4bP2/8 b - - 1 52,e2f3 a3f3 f6e7 f3a3,1746,75,100,280,crushing defensiveMove endgame hangingPiece master short,https://lichess.org/iAtCLZ7H/black#104,,
06Oin,2k5/1pp4p/3q1pb1/P7/5Q2/3r2B1/5PPP/R5K1 w - - 3 32,f4h6 d3d1 a1d1 d6d1,611,79,100,92,backRankMate endgame mate mateIn2 short,https://lichess.org/Bn2rNzNK#63,,
06PHz,8/8/P1p5/2P5/2P1Pk1p/7p/6p1/6K1 w - - 1 43,a6a7 f4g3 e4e5 h3h2,1503,75,100,1849,advancedPawn endgame mate mateIn2 pawnEndgame short,https://lichess.org/TRKE6TxS#85,,
06PIm,r5k1/ppp2ppp/3P2r1/8/8/PBP1q2P/1PP3P1/R2Q1RK1 w - - 1 21,g1h2 e3g3 h2g1 g3g2,1072,77,100,245,mate mateIn2 middlegame short,https://lichess.org/i4qOKgFs#41,,
06PQC,r5k1/pp3pp1/r1n1P2p/1qp2Q2/6PP/PP1pP3/1B1P4/1K1R3R b - - 0 23,b5b3 f5f7 g8h8 f7g7,1033,76,100,281,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/UMnUHS1K/black#46,,
06Pb8,8/4k3/1p1p2K1/3P4/3n1N1P/8/8/8 b - - 3 58,e7f8 f4e6 d4e6 d5e6 f8e7 h4h5,1775,75,100,428,crushing defensiveMove endgame knightEndgame long master,https://lichess.org/NezqMtKE/black#116,,
06Pbu,8/3Q3k/6bp/2qp1pp1/8/5BP1/2p1P2P/5K2 b - - 1 44,h7g8 f3d5 c5d5 d7d5,1260,76,100,373,crushing endgame short,https://lichess.org/mVbSESwU/black#88,,
06QVP,rnb2r1k/pp2nNp1/1bpp1q1p/6NQ/3P4/3BB3/PP3PPP/R4RK1 b - - 3 17,h8g8 d3h7,1334,170,100,7,middlegame,https://lichess.org/VUNTA3gD/black#34,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense,
06QjG,3k4/3np3/3P1pP1/3qpQ2/8/2p4P/5P1K/8 b - - 2 45,d5d6 g6g7 d8c7 g7g8q,910,76,100,110,advancedPawn crushing endgame promotion short,https://lichess.org/WPD5ejzL/black#90,,
06RPl,8/8/6K1/7P/1p6/1k6/8/8 b - - 0 58,b3b2 h5h6 b2c2 h6h7 b4b3 h7h8q,400,113,100,417,advancedPawn crushing endgame long master pawnEndgame promotion,https://lichess.org/vKCARRxP/black#116,,
06Rsk,8/R7/p3p3/4kp2/2b5/4PK2/8/8 w - - 6 50,a7a8 c4d5 f3e2 d5a8,970,76,100,183,crushing endgame fork short,https://lichess.org/YgW9EKA1#99,,
06S3i,4r1k1/4rb2/p5p1/1p1p3p/2pR3P/2P2Pq1/PPB3P1/2QR2K1 w - - 14 38,c1g5 e7e1 d1e1 e8e1,876,79,100,342,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fl3AA6D1#75,,
06SCY,8/1p3k2/p1p5/2Pp4/PP2p3/2K1Qq2/4N3/8 w - - 1 51,c3d4 f3f6,1201,75,100,424,endgame master mate mateIn1 oneMove,https://lichess.org/mjpKaCN0#101,,
06Ss1,1k2r3/1p5p/n2pN3/3P4/1P6/P4RP1/6KP/2b5 b - - 0 37,a6c7 e6c7 b8c7 f3c3 c7d8 c3c1,1689,75,100,574,advantage attraction endgame fork long,https://lichess.org/jvcG9drp/black#74,,
06Swt,2rqk2r/Q4ppp/2pb4/2P1pb2/8/1B1n1P2/PP4PP/R1B2KNR b k - 1 16,d6c5 a7f7,933,77,100,796,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/wZ8nYk1a/black#32,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,
06TaJ,1R6/R6p/8/2pB4/3b4/2k5/Pr1r2PP/7K w - - 3 34,b8b2 d2d1,817,77,100,560,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/PSVZlt8s#67,,
06V0l,3r1b2/7p/1p3p2/5R2/4P1k1/6N1/PPP3PP/2K5 w - - 2 28,b2b3 f8a3 c1b1 d8d1,907,77,100,266,endgame mate mateIn2 pillsburysMate short,https://lichess.org/MfO2qY0Y#55,,
06V1F,4r1k1/pb5q/2p3pB/2Pp3B/1P1np3/P5Q1/6P1/5RK1 w - - 2 31,h5g6 d4e2 g1f2 e2g3 g6h7 g8h7,1122,75,100,204,crushing fork long middlegame,https://lichess.org/6uiI4e4R#61,,
06VPM,6k1/1qr2pp1/1p2p2p/4P2P/7Q/5P2/5P2/R5K1 b - - 3 39,b6b5 h4d8 g8h7 a1a8 b7a8 d8a8,1305,74,100,1442,advantage endgame long quietMove,https://lichess.org/3GUdlKsv/black#78,,
06WKQ,2r5/7R/p1p5/1kN5/1Pp3b1/P4n2/1K6/8 b - - 2 42,c8a8 h7b7,833,77,100,188,endgame mate mateIn1 oneMove,https://lichess.org/1xKj9WTd/black#84,,
06X2K,r2k1n2/4bQ2/q2p1p2/3Rp2p/1p6/1B5P/1KP3P1/7R w - - 1 31,b2c1 a6a1 c1d2 a1h1 d5d6 e7d6,1013,82,100,151,crushing long middlegame skewer,https://lichess.org/PH6ws8ah#61,,
06X3m,4n3/1ppqNQpk/7p/pP6/P2b4/B6P/5PP1/6K1 b - - 0 31,d4f6 f7g8,1195,76,100,375,endgame mate mateIn1 oneMove,https://lichess.org/4t1kBQeQ/black#62,,
06X3v,7r/1r2pk2/3p1n2/p1pP1P2/2B3p1/1P5R/P5K1/7R b - - 0 42,b7b8 h3h8 b8h8 h1h8,855,75,100,164,crushing endgame short,https://lichess.org/ML1YdZwY/black#84,,
06X4V,3k1n2/6K1/5P2/5P2/8/8/8/8 b - - 6 53,d8e8 f6f7 e8e7 f5f6 e7e6 g7f8,731,84,100,222,advancedPawn crushing deflection endgame exposedKing knightEndgame long,https://lichess.org/GqqjBV55/black#106,,
06XTF,r4r1k/1p1R2pn/p3Q3/8/8/1P6/P5PP/4Rq1K w - - 2 26,e1f1 f8f1,427,90,100,389,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ZIsIMujX#51,,
06Xkp,4r1k1/R5b1/6pp/3p4/5N1P/8/Pr4P1/5RK1 w - - 2 32,f4g6 g7d4 g1h2 d4a7,1432,77,100,295,advantage endgame fork short,https://lichess.org/1XcUQxoh#63,,
06YSa,2kr1b1r/QbppN1p1/1p3n2/q3p2p/2P4P/4B1P1/PP2PPB1/R4RK1 b - - 4 15,f8e7 a7b7,1141,130,100,43,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/R6fQyiuu/black#30,English_Defense English_Defense_Other_variations,
06Ycl,6k1/1p4p1/1P1N4/2Pp3Q/3P2nP/4P1Pq/5P2/6K1 w - - 1 39,d6f5 h3h2 g1f1 h2f2,1061,76,100,394,endgame mate mateIn2 short,https://lichess.org/ulqzmik0#77,,
06YlU,4r1k1/1p6/p1p2Rp1/3p4/PP1P2pP/4r1P1/6K1/5R2 b - - 1 37,e8e6 f6f8 g8h7 f1f7 h7h6 f8h8,1103,76,100,361,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/JBEcur1p/black#74,,
06YzQ,2r1r3/1p3p1k/p1p4p/3p1Np1/5b2/2N2P2/PP4K1/3RR3 b - - 3 28,h7g6 f5e7 g6f6 e7c8,1663,75,100,338,advantage fork master middlegame short,https://lichess.org/1PE3mvvG/black#56,,
06Z8B,3r4/1b2kp1p/2q1pp2/1pb5/8/1B3N2/1PP1QPrP/4R1RK w - - 0 20,g1g2 c6f3 e2f3 b7f3,983,76,100,674,advantage middlegame pin short,https://lichess.org/mwdc8SMt#39,,
